index,MAE,RMSE,Bias,r
0,0.5717343091964722,1.638281226158142,0.01745564490556717,0.7503194380499147
1,0.5711731910705566,1.6669554710388184,0.012270445935428143,0.7536277945341638
2,0.573212206363678,1.7401423454284668,0.001771746203303337,0.7140717948192022
3,0.5629801750183105,1.72826087474823,0.016159996390342712,0.7256617636204192
4,0.58909672498703,1.6900023221969604,0.014762678183615208,0.7039388315958477
5,0.5860370993614197,1.7658642530441284,0.02681007795035839,0.7320554276378645
6,0.5642818808555603,1.5476300716400146,0.011021905578672886,0.7471689296322784
7,0.580370306968689,1.8344606161117554,0.021920789033174515,0.7688591802772751
8,0.5605133175849915,1.7101809978485107,0.017325792461633682,0.7023614164616805
9,0.5809716582298279,1.6906588077545166,0.03438936173915863,0.7615941139068606
10,0.5750325322151184,1.6095830202102661,0.021563448011875153,0.7158208914503859
11,0.5742180347442627,1.6123974323272705,0.014303930103778839,0.7062722927536434
12,0.5620937943458557,1.7065962553024292,0.028778966516256332,0.7622880922969819
13,0.5850502252578735,1.7188160419464111,0.017665918916463852,0.7356230745216716
14,0.5441696643829346,1.5969176292419434,0.009918554686009884,0.7987531282476749
15,0.5627752542495728,1.6505707502365112,0.005546728149056435,0.7610713306617921
16,0.5791991353034973,1.6921112537384033,0.0037204567342996597,0.687984926904634
17,0.5599319338798523,1.418463110923767,0.03618587180972099,0.7373338718416118
18,0.5962061882019043,1.8850603103637695,0.00314473919570446,0.67146824374953
19,0.573136568069458,1.6851047277450562,0.026520997285842896,0.7243385562861516
20,0.5804751515388489,1.6300956010818481,0.010875950567424297,0.717500910547646
21,0.585059642791748,1.5667428970336914,0.03963581100106239,0.7588353428619511
22,0.5824916362762451,1.6991338729858398,0.01885119453072548,0.7501420079187535
23,0.5784490704536438,1.6846957206726074,0.016490967944264412,0.702083454300988
24,0.5618127584457397,1.5569146871566772,0.028829073533415794,0.7384647518974636
25,0.5706179141998291,1.6497583389282227,0.007819111458957195,0.7477685916124845
26,0.5928066372871399,1.831995964050293,0.020264066755771637,0.7111210423273246
27,0.5572001934051514,1.5746676921844482,0.009649388492107391,0.7491454739272871
28,0.5632119178771973,1.5069037675857544,0.030042598024010658,0.7535926323793766
29,0.5541839599609375,1.5482597351074219,0.006097719073295593,0.7359727558392283
30,0.555860161781311,1.5560808181762695,0.014469974674284458,0.7118076839659843
31,0.5957289338111877,1.7076289653778076,0.04571862518787384,0.7343139621757444
32,0.5802289247512817,1.8039671182632446,0.030391547828912735,0.687520937947935
33,0.5705282688140869,1.6463385820388794,0.015187670476734638,0.7672363892332204
34,0.5690748691558838,1.6608198881149292,0.0002669565728865564,0.8062585317966885
35,0.5528571009635925,1.4489974975585938,0.01401027012616396,0.7369646316481998
36,0.5673244595527649,1.578433632850647,0.019250519573688507,0.76069688092225
37,0.5553874373435974,1.6183695793151855,-0.00371084944345057,0.7424171079959146
38,0.5578439831733704,1.599694013595581,-0.002425295999273658,0.7160261301442087
39,0.5868173241615295,1.6865646839141846,0.03621921315789223,0.7250107187172954
40,0.5574998259544373,1.5656055212020874,0.019576404243707657,0.7056716092592631
41,0.5474989414215088,1.5295372009277344,-0.017145304009318352,0.7172752723611774
42,0.5976259708404541,1.836729884147644,0.01626993715763092,0.681655925438822
43,0.5833627581596375,1.6930530071258545,0.0034247960429638624,0.6711074858117773
44,0.5721487998962402,1.7413383722305298,0.02550504170358181,0.7244497454976864
45,0.5819348692893982,1.6717579364776611,0.021683920174837112,0.7030944467476221
46,0.5660296678543091,1.5513666868209839,0.016134465113282204,0.7357115383424614
47,0.5648858547210693,1.6394845247268677,0.017673108726739883,0.7594969168947643
48,0.5788468718528748,1.7762986421585083,0.018907925114035606,0.6770241985000183
49,0.5593346357345581,1.5390303134918213,0.008535973727703094,0.7631539450059778
50,0.595745861530304,1.8032039403915405,0.014095081016421318,0.6596846078756932
51,0.5743021368980408,1.705623745918274,0.03835010901093483,0.7756369302399256
52,0.5504332184791565,1.4460757970809937,-0.007582916412502527,0.7708686844783879
53,0.5691841840744019,1.6183562278747559,0.013994207605719566,0.7375027726528522
54,0.5951058268547058,1.7485809326171875,0.014317918568849564,0.657934000131364
55,0.559350848197937,1.4975783824920654,0.019893409684300423,0.7741738321070074
56,0.5579795241355896,1.546455979347229,0.016041411086916924,0.7674552395926235
57,0.5665936470031738,1.506416916847229,0.005289535038173199,0.7166595671670577
58,0.5790916681289673,1.6660815477371216,0.028641967102885246,0.7018593014529131
59,0.5879824161529541,1.748630166053772,0.013731619343161583,0.731053299856342
60,0.5719377994537354,1.5495102405548096,0.019607078284025192,0.7413628784445531
61,0.5657745003700256,1.8895983695983887,-0.0030476092360913754,0.692732016806679
62,0.5734829902648926,1.6255908012390137,0.01982765831053257,0.720933566705839
63,0.5509524345397949,1.534332513809204,0.014134526252746582,0.7854544458796133
64,0.563093900680542,1.5752670764923096,0.019448351114988327,0.7487260071553496
65,0.5716844201087952,1.6161974668502808,0.002995666116476059,0.7132612049916955
66,0.5792621970176697,1.656894564628601,0.031749431043863297,0.8107510178023724
67,0.5691970586776733,1.7032809257507324,0.004319002851843834,0.7291174574747031
68,0.5611464381217957,1.6696778535842896,-0.004633951932191849,0.7993226027156747
69,0.5682215094566345,1.7230943441390991,0.01694042980670929,0.7413973206037754
70,0.5656316876411438,1.5597478151321411,0.022471245378255844,0.750029952673635
71,0.5497846603393555,1.4952073097229004,0.009161523543298244,0.7853895356034989
72,0.5802470445632935,1.7917159795761108,0.00852269772440195,0.7277027993851887
73,0.5736052393913269,1.6679664850234985,0.021797390654683113,0.7208197596711348
74,0.5757855772972107,1.7649118900299072,0.006232863292098045,0.7431798442341478
75,0.5714583992958069,1.6053694486618042,-0.007130643352866173,0.7302787954591786
76,0.5707077383995056,1.6706326007843018,0.0028121555224061012,0.6800876923296418
77,0.5702278017997742,1.6976464986801147,0.020161915570497513,0.7956557226863218
78,0.5778091549873352,1.6339576244354248,0.03005117177963257,0.7538132704495875
79,0.5798162817955017,1.6605165004730225,0.029761284589767456,0.7298082513476729
80,0.5654824376106262,1.525929570198059,0.02379111759364605,0.7565525131396656
81,0.5715184807777405,1.660605788230896,0.017954768612980843,0.7613632960194067
82,0.5883058309555054,1.9216054677963257,0.02087172493338585,0.7261231824192501
83,0.5428075790405273,1.4878665208816528,-0.004592004232108593,0.7538260471030052
84,0.5756351947784424,1.7142643928527832,0.006928189191967249,0.7563140807216796
85,0.5508883595466614,1.5656812191009521,0.007997526787221432,0.7683780888440471
86,0.5774750113487244,1.7049686908721924,0.01053424458950758,0.7066607774696233
87,0.5712648034095764,1.6204050779342651,0.036772873252630234,0.7880370224995789
88,0.5697597861289978,1.569855809211731,0.004016662947833538,0.7176436619536758
89,0.5726073384284973,1.6209334135055542,0.03577175736427307,0.7489798299042081
90,0.5942956209182739,1.7847894430160522,0.040413402020931244,0.7199418310230115
91,0.5770329236984253,1.6985259056091309,0.04161789268255234,0.7437780016960988
92,0.6023370027542114,1.7534549236297607,0.032733768224716187,0.7033711495760167
93,0.5660678744316101,1.5068963766098022,0.02340586856007576,0.7298509916726235
94,0.5723251104354858,1.7463899850845337,0.009947611950337887,0.7073939463767195
95,0.5829147100448608,1.7161756753921509,0.021096259355545044,0.7150493813172037
96,0.5679686665534973,1.609055519104004,-0.0016171192983165383,0.7354848265577714
97,0.5567181706428528,1.4946246147155762,0.009971927851438522,0.7541333419589553
98,0.573092520236969,1.7008917331695557,0.034859299659729004,0.738780341242141
99,0.5966001749038696,1.6126062870025635,0.05315287411212921,0.7367393701919283
